"V1"	"TCGA.FD.A5C0.01A.11R.A28M.07"
"ATP11A"	"ATP11A"	0.192811020470796
"LAMB3"	"LAMB3"	-0.668719653144504
"S100A13"	"S100A13"	0.868393127776459
"IFI44L"	"IFI44L"	-1.1112719850016
"FCGRT"	"FCGRT"	-1.17314853379521
"GLRX"	"GLRX"	0.0611481784927746
"OSMR"	"OSMR"	-0.0140226926610612
"ORM1"	"ORM1"	-0.218720171822446
"CYP2S1"	"CYP2S1"	-0.662861358471448
"SOD2"	"SOD2"	-0.191309089910903
"PBX1"	"PBX1"	0.351295155037631
"ITGB6"	"ITGB6"	-0.459927676842449
"RCN3"	"RCN3"	-0.026740611418667
"KLK6"	"KLK6"	-0.352764528540079
"FUT3"	"FUT3"	0.935510884746536
"PCP4"	"PCP4"	2.20204517283844
"SPON1"	"SPON1"	0.881387209439967
"CITED2"	"CITED2"	0.565282067582256
"GLUL"	"GLUL"	0.788229207629395
"CLDN10"	"CLDN10"	-0.413750834839112
"SLC38A5"	"SLC38A5"	0.789381867588724
"PLCD3"	"PLCD3"	-0.304750102970186
"SMIM24"	"SMIM24"	-0.725221165795325
"EHD2"	"EHD2"	0.20012328576858
"TIMP1"	"TIMP1"	-0.679119403925357
"FKBP5"	"FKBP5"	-0.620476470230441
"PPP1R14C"	"PPP1R14C"	0.762694163802009
"SOD3"	"SOD3"	0.424298446635049
"CRIP2"	"CRIP2"	0.591267620976201
"TGFB1"	"TGFB1"	-1.05031747027964
"GBP2"	"GBP2"	0.838571898340701
"HSD17B2"	"HSD17B2"	-1.21875433332009
"DST"	"DST"	-0.2177356844555
"THBD"	"THBD"	0.050010885565264
"ZFP36"	"ZFP36"	1.62040334203059
"FOXE1"	"FOXE1"	-0.542929863205472
"NAMPT"	"NAMPT"	-0.112167953224066
"ATF3"	"ATF3"	1.72261882356294
"NT5E"	"NT5E"	-0.610393083586818
"BEX4"	"BEX4"	2.37755893863641
"MT1X"	"MT1X"	-0.820686115371566
"MT1F"	"MT1F"	-0.902746901101914
"GNA15"	"GNA15"	1.01621583163313
"SNAI2"	"SNAI2"	-0.0291764455536161
"MYCL"	"MYCL"	1.87923081887548
"RAB27A"	"RAB27A"	0.494720251875495
"KYNU"	"KYNU"	-0.774833531510955
"NAT1"	"NAT1"	-0.671035226464727
"CFI"	"CFI"	-0.571080006657118
"KRT19"	"KRT19"	1.04954272442284
"SLC31A2"	"SLC31A2"	0.742928989757087
"FAM3B"	"FAM3B"	2.55818272531174
"DHRS7"	"DHRS7"	-0.86526365776891
"SERPINB4"	"SERPINB4"	-0.313419705853529
"PRR4"	"PRR4"	-0.525697458332977
"CAPS"	"CAPS"	1.21810905809172
"EMB"	"EMB"	0.532959160122259
