"V1"	"CTSP.ACY5"
"ZCCHC14"	"ZCCHC14"	0.23487040098808
"GFRA1"	"GFRA1"	-0.796162769891595
"HR"	"HR"	0.875712307643709
"CAPN2"	"CAPN2"	1.89708205541026
"EDN1"	"EDN1"	1.10310067548598
"LOC643008"	"LOC643008"	-0.66121940241303
"FAM46A"	"FAM46A"	0.883732583152741
"TRPM6"	"TRPM6"	0.740057393319947
"FMO2"	"FMO2"	0.248450427127035
"LRRC26"	"LRRC26"	-0.73876991793777
"FAM3D"	"FAM3D"	-0.21691731961647
"LGR4"	"LGR4"	1.09990158752273
"CH25H"	"CH25H"	1.22509536412985
"CASP10"	"CASP10"	0.252910340954099
"INADL"	"INADL"	-0.0803395621801727
"ALDH7A1"	"ALDH7A1"	0.773785687105609
"COL4A6"	"COL4A6"	0.557572490559947
"PKP1"	"PKP1"	0.529688822573527
"PLCB4"	"PLCB4"	1.04103433075395
"MUC13"	"MUC13"	-0.174903439465483
"EBF3"	"EBF3"	0.21248943492932
"SRL"	"SRL"	-0.160273039048941
"ST6GALNAC2"	"ST6GALNAC2"	0.762274748120654
"WHAMML2"	"WHAMML2"	0.357914508232519
"TNFRSF19"	"TNFRSF19"	0.930168769622884
"FAM3B"	"FAM3B"	-0.365347598680391
"CASZ1"	"CASZ1"	-0.832090009448171
"KRT19"	"KRT19"	0.551197816095299
"DAB2IP"	"DAB2IP"	0.182864425561448
"IL20RB"	"IL20RB"	0.540521209312582
"FCN3"	"FCN3"	1.81163636949488
"ANO5"	"ANO5"	1.24869710718695
"C9orf61"	"C9orf61"	-0.0535719376703425
"AMACR"	"AMACR"	2.81192354941766
"GCNT3"	"GCNT3"	-1.1579881403722
"TMPRSS2"	"TMPRSS2"	-0.34708426432213
"TLR5"	"TLR5"	1.03906111465297
"VPS24"	"VPS24"	1.07379089980787
"FAM107A"	"FAM107A"	0.464913882843463
"CYP2J2"	"CYP2J2"	-1.05133927736308
"DARC"	"DARC"	0.851453398103787
"FGF13"	"FGF13"	1.14784028192672
"DMRTA1"	"DMRTA1"	0.00508020888124742
"AASS"	"AASS"	0.0974432639783695
"CSGALNACT1"	"CSGALNACT1"	0.793847321402497
"MYH11"	"MYH11"	-0.0394334628581697
"PLEKHG5"	"PLEKHG5"	0.626506293266804
"NUCB2"	"NUCB2"	1.17779010355576
"CAPN6"	"CAPN6"	0.402225906473262
"ADRA2A"	"ADRA2A"	1.68959830170338
"CTTNBP2"	"CTTNBP2"	1.01276399987982
"MYOM1"	"MYOM1"	-0.0970028281616365
"CLDN11"	"CLDN11"	0.241498183801094
"S100A7"	"S100A7"	-0.376522685183742
"GHR"	"GHR"	1.6948117631349
"HS6ST1"	"HS6ST1"	1.0528247107413
"FAM63A"	"FAM63A"	-0.029721961865797
"EFNA1"	"EFNA1"	2.26574243455613
"OAT"	"OAT"	1.85964682095544
"ATP8B2"	"ATP8B2"	0.114671982284191
"FGF2"	"FGF2"	0.623188943388858
"SASH1"	"SASH1"	0.179188383086949
"IL11RA"	"IL11RA"	-0.167351766617355
"GRTP1"	"GRTP1"	-0.726870978189316
"EPN2"	"EPN2"	-0.0643641819780301
"TMEFF1"	"TMEFF1"	1.25391277222126
"PPARGC1A"	"PPARGC1A"	0.135989237567633
"LOC100287415"	"LOC100287415"	0.697742380804351
"KIAA1305"	"KIAA1305"	0.499957915000649
"MFAP4"	"MFAP4"	1.31186348857528
"TEF"	"TEF"	-0.511215353149937
"CNFN"	"CNFN"	0.420350888435226
"ST3GAL6"	"ST3GAL6"	0.914625279359719
"RNASE4"	"RNASE4"	1.63269936062176
"MATN1"	"MATN1"	-1.18310271942341
"KIT"	"KIT"	0.104727728061559
"IL11"	"IL11"	0.59350091434577
"HAS3"	"HAS3"	1.49885666868632
"FXYD1"	"FXYD1"	0.672328748754084
"ANXA9"	"ANXA9"	0.277167576400334
"TPPP3"	"TPPP3"	2.04200442752056
"ECHDC2"	"ECHDC2"	0.951376092418162
"FLT3LG"	"FLT3LG"	-0.495560958996235
"RGS5"	"RGS5"	0.833401495849354
"EFS"	"EFS"	1.65358159827861
"PCOLCE2"	"PCOLCE2"	1.72218882890889
"MARVELD2"	"MARVELD2"	-2.28278190903936
"EFHD1"	"EFHD1"	0.112744731177498
"RORC"	"RORC"	0.672315807450618
"LCN2"	"LCN2"	1.26073107863681
"TNFSF11"	"TNFSF11"	-0.115089669435613
"CD24"	"CD24"	-0.22259036538944
"COX7A1"	"COX7A1"	1.93346747854681
"PPAP2B"	"PPAP2B"	1.65063019102833
"GPR182"	"GPR182"	0.628312622894088
"KIAA1549"	"KIAA1549"	0.189760942509447
"FXYD3"	"FXYD3"	0.353419730737463
"TRIM29"	"TRIM29"	-0.46761869135478
"SURF6"	"SURF6"	0.64619107336618
"OLFM4"	"OLFM4"	-0.126771900731505
